Record_ID,DateKey,GeographyKey,DisasterTypeKey,Compound_Event,Disaster_Duration_Days,Disaster_Magnitude,Hazard_Severity,Number_of_Deaths,Number_of_Injuries,Number_of_People_Affected,Displacement_Count,Houses_Damaged,Infrastructure_Damage_Score,Crop_Loss_Percentage,Economic_Loss_Million
REC_2018_12_D_038,20181201,38,3,0,5,2.86,2.96,0,3,34194,8039,1798,9.63,0.0,283.7168
REC_2018_12_D_042,20181201,42,2,0,9,4.76,3.86,0,6,137594,30215,5045,15.83,0.0,39.4402
REC_2018_12_D_071,20181201,71,2,0,18,6.68,7.72,8,65,271955,67869,10259,33.42,0.0,1244.5301
REC_2018_12_D_078,20181201,78,2,0,4,2.28,2.04,0,10,52994,11749,1825,0.31,0.0,273.0872
REC_2018_12_D_094,20181201,94,2,0,5,3.22,3.1,0,5,87956,23171,5189,13.53,0.0,44.3509
REC_2018_12_D_099,20181201,99,2,0,4,3.07,2.59,0,2,112738,39453,6906,22.64,0.0,87.4027
REC_2019_01_D_011,20190101,11,2,0,14,6.42,5.93,2,17,200869,48353,12557,19.06,0.0,92.0607
REC_2019_01_D_021,20190101,21,2,0,11,6.6,5.34,2,17,172288,32128,6414,15.45,0.0,375.6441
REC_2019_01_D_068,20190101,68,2,0,4,3.5,2.96,0,13,200114,68839,12446,19.35,0.0,168.3685
REC_2019_02_D_006,20190201,6,2,0,3,1.94,1.7,0,13,101630,35855,8581,9.8,0.0,168.4779
REC_2019_02_D_061,20190201,61,2,0,5,2.2,1.92,0,6,54001,12843,2257,5.09,0.0,39.4946
REC_2019_02_D_068,20190201,68,2,0,6,3.19,2.9,0,7,200940,69123,16304,14.27,0.0,59.2912
REC_2019_02_D_084,20190201,84,2,0,6,2.36,1.97,0,7,73312,27222,4152,20.69,0.0,85.6782
REC_2019_02_D_096,20190201,96,2,0,2,2.57,2.09,0,5,94884,30294,5342,13.65,0.0,430.6454
REC_2019_03_D_020,20190301,20,2,0,8,4.49,3.58,0,14,94281,28574,7023,24.56,0.0,176.3839
REC_2019_03_D_028,20190301,28,3,0,9,3.63,4.04,0,6,164909,45237,11475,22.14,0.0,11.6991
REC_2019_03_D_032,20190301,32,6,0,19,8.12,10.0,1,17,37078,8226,1373,39.43,0.0,315.9041
REC_2019_03_D_033,20190301,33,2,0,5,3.88,3.46,0,2,179006,51682,8783,13.06,0.0,243.7748
REC_2019_03_D_056,20190301,56,2,0,6,1.92,2.34,0,1,83330,17019,3493,2.81,0.0,190.9563
REC_2019_03_D_064,20190301,64,2,0,7,4.98,3.95,0,12,172940,47254,7418,13.25,0.0,346.5424
REC_2019_04_D_008,20190401,8,7,1,19,9.17,10.0,9,64,177215,36371,6023,37.57,0.0,995.2542
REC_2019_04_D_009,20190401,9,7,0,11,6.06,6.27,0,9,55428,11752,2015,28.49,0.0,658.7303
REC_2019_04_D_011,20190401,11,7,0,9,6.89,5.58,0,4,33690,8109,1396,35.73,0.0,107.2052
REC_2019_04_D_014,20190401,14,7,0,22,10.93,10.0,5,52,181209,46201,6921,53.23,0.0,667.8978
REC_2019_04_D_015,20190401,15,7,0,21,11.09,10.0,3,8,164335,50260,8162,50.78,0.0,870.8561
REC_2019_04_D_021,20190401,21,7,0,19,10.12,10.0,3,14,96130,17926,2866,35.88,0.0,419.3015
REC_2019_04_D_025,20190401,25,7,0,21,12.18,10.0,30,235,316190,115497,27761,64.11,0.0,2936.4154
REC_2019_04_D_030,20190401,30,7,0,19,9.43,10.0,9,26,44297,10725,2684,50.44,0.0,128.3272
REC_2019_04_D_031,20190401,31,7,0,20,9.07,10.0,2,19,93461,30329,8082,64.8,0.0,179.4913
REC_2019_04_D_036,20190401,36,7,0,22,8.77,10.0,3,13,66771,13562,2541,38.12,0.0,149.012
REC_2019_04_D_041,20190401,41,7,0,13,6.84,6.5,2,21,118372,38915,5403,39.74,0.0,789.9082
REC_2019_04_D_042,20190401,42,7,0,10,4.26,3.77,0,9,15550,3414,493,19.08,0.0,27.535
REC_2019_04_D_046,20190401,46,7,0,11,6.06,5.54,0,10,65063,15354,3568,27.79,0.0,513.9793
REC_2019_04_D_047,20190401,47,7,0,19,10.83,10.0,14,87,162465,48694,6899,61.27,0.0,611.9755
REC_2019_04_D_048,20190401,48,7,0,11,7.42,6.04,1,13,81660,21025,3234,34.04,0.0,405.0998
REC_2019_04_D_050,20190401,50,7,0,21,11.2,10.0,3,14,83922,21490,5656,51.07,0.0,658.9897
REC_2019_04_D_051,20190401,51,7,0,21,12.71,10.0,4,36,81561,18700,3715,41.28,0.0,336.8489
REC_2019_04_D_058,20190401,58,7,0,18,11.83,10.0,10,59,92844,25131,5032,45.56,0.0,390.2497
REC_2019_04_D_063,20190401,63,7,0,19,11.86,10.0,7,46,103588,36483,8825,61.15,0.0,503.885
REC_2019_04_D_064,20190401,64,7,0,21,10.76,10.0,13,95,229020,62577,11133,50.98,0.0,184.9682
REC_2019_04_D_068,20190401,68,7,0,18,9.48,10.0,16,143,168216,57866,11567,57.51,0.0,751.9378
REC_2019_04_D_071,20190401,71,2,0,10,3.75,4.04,1,17,160590,40076,6675,14.13,0.0,159.1116
REC_2019_04_D_073,20190401,73,7,0,20,8.64,10.0,6,26,50731,16513,3386,55.47,0.0,699.7427
REC_2019_04_D_074,20190401,74,7,0,5,2.73,2.69,1,22,81626,24566,4676,15.95,0.0,749.8644
REC_2019_04_D_077,20190401,77,7,0,19,9.02,10.0,8,62,142185,54957,11640,68.65,0.0,1251.4853
REC_2019_04_D_078,20190401,78,7,1,18,12.41,10.0,4,48,59323,13153,2082,34.13,0.0,440.3122
REC_2019_04_D_082,20190401,82,7,1,20,10.18,10.0,4,31,169885,37836,6354,41.55,0.0,796.3523
REC_2019_04_D_083,20190401,83,7,0,21,10.79,10.0,24,85,275675,99684,26554,67.9,0.0,1194.736
REC_2019_04_D_089,20190401,89,7,0,19,11.3,9.77,9,74,129198,40444,5461,59.69,0.0,295.737
REC_2019_04_D_091,20190401,91,7,0,21,11.75,10.0,21,200,169267,49161,12535,43.67,0.0,607.5336
REC_2019_04_D_098,20190401,98,7,0,19,8.55,10.0,13,37,82071,31836,5974,77.21,0.0,959.911
REC_2019_05_D_002,20190501,2,8,0,22,9.06,10.0,9,53,244801,55373,12233,47.2,32.49,397.4696
REC_2019_05_D_011,20190501,11,8,0,18,9.45,10.0,20,85,315845,76030,11542,49.17,26.86,47.5772
REC_2019_05_D_012,20190501,12,8,0,19,12.51,9.84,6,24,119524,38668,9753,63.46,23.46,309.2712
REC_2019_05_D_014,20190501,14,7,1,19,10.29,10.0,14,103,180885,46118,10777,52.39,0.0,850.2031
REC_2019_05_D_017,20190501,17,2,0,9,2.72,3.11,0,3,24910,6986,1353,26.51,0.0,79.3068
REC_2019_05_D_018,20190501,18,7,0,14,6.89,6.18,0,8,69170,22109,4206,45.95,0.0,441.6267
REC_2019_05_D_020,20190501,20,2,0,5,2.87,2.91,0,2,82159,24900,5492,15.6,0.0,107.3115
REC_2019_05_D_021,20190501,21,7,1,22,10.99,10.0,5,26,96277,17953,4727,27.7,0.0,507.4498
REC_2019_05_D_022,20190501,22,8,0,17,8.57,8.53,2,17,86843,22006,4757,37.93,35.61,1950.8914
REC_2019_05_D_023,20190501,23,7,1,20,8.43,10.0,12,55,194328,60894,12693,57.53,0.0,510.7756
REC_2019_05_D_031,20190501,31,8,1,18,8.77,10.0,28,262,383034,124302,27776,59.95,32.11,157.6349
REC_2019_05_D_032,20190501,32,7,1,18,12.23,10.0,3,35,36776,8159,1813,44.62,0.0,595.8769
REC_2019_05_D_036,20190501,36,7,0,22,10.54,10.0,9,82,66711,13550,3545,33.86,0.0,373.514
REC_2019_05_D_041,20190501,41,8,0,21,12.81,10.0,23,185,366335,120436,18452,66.52,53.6,536.4871
REC_2019_05_D_042,20190501,42,2,0,4,2.61,2.88,0,2,110580,24283,5407,11.03,0.0,19.8923
REC_2019_05_D_044,20190501,44,2,0,8,4.38,5.36,1,15,68236,12566,2780,22.48,0.0,65.3227
REC_2019_05_D_047,20190501,47,7,0,15,6.22,6.87,2,15,121201,36326,7775,42.85,0.0,1383.9292
REC_2019_05_D_052,20190501,52,8,0,18,9.59,10.0,28,275,196729,64818,15423,65.83,36.36,339.4045
REC_2019_05_D_054,20190501,54,8,0,5,2.48,2.22,1,13,183488,54657,11348,2.67,1.44,342.0716
REC_2019_05_D_056,20190501,56,7,0,6,5.03,4.16,0,3,66678,13618,1901,17.67,0.0,502.6942
REC_2019_05_D_061,20190501,61,8,0,22,12.49,10.0,6,55,200924,47787,11419,40.34,30.96,241.4552
REC_2019_05_D_062,20190501,62,7,1,18,9.35,10.0,8,35,104950,27114,5193,51.54,0.0,153.5994
REC_2019_05_D_063,20190501,63,7,0,21,9.38,10.0,10,48,101080,35600,6260,70.92,0.0,941.9874
REC_2019_05_D_064,20190501,64,7,1,21,10.07,10.0,17,47,230818,63068,13712,38.18,0.0,1814.0266
REC_2019_05_D_065,20190501,65,7,0,13,8.66,6.97,0,5,39338,13691,3439,38.84,0.0,676.4692
REC_2019_05_D_066,20190501,66,7,0,14,7.58,7.43,0,9,21271,5729,914,46.09,0.0,62.2799
REC_2019_05_D_067,20190501,67,7,0,10,3.9,4.09,0,2,84167,26037,4100,18.25,0.0,246.6747
REC_2019_05_D_068,20190501,68,7,0,18,9.1,10.0,11,45,172585,59369,12046,69.48,0.0,262.6973
REC_2019_05_D_070,20190501,70,7,0,12,3.85,4.73,0,11,57705,14352,2143,21.72,0.0,185.8559
REC_2019_05_D_071,20190501,71,8,0,22,12.98,10.0,27,105,343698,85773,17159,51.56,41.37,257.3261
REC_2019_05_D_072,20190501,72,8,0,20,11.2,10.0,6,26,194839,56144,10788,59.81,42.86,658.9038
REC_2019_05_D_073,20190501,73,7,0,18,11.08,9.83,7,34,52002,16927,3697,57.61,0.0,110.9437
REC_2019_05_D_074,20190501,74,2,0,12,6.67,5.62,0,7,170862,51422,10357,30.64,0.0,416.3257
REC_2019_05_D_076,20190501,76,7,0,9,4.85,4.2,0,3,86062,24283,4331,23.04,0.0,481.9901
REC_2019_05_D_081,20190501,81,8,0,18,9.27,10.0,1,11,81534,20151,3581,43.95,51.65,658.7001
REC_2019_05_D_082,20190501,82,7,1,22,12.83,10.0,10,67,170663,38010,7763,33.56,0.0,725.9389
REC_2019_05_D_083,20190501,83,7,0,16,11.1,8.94,7,48,251599,90978,22341,59.42,0.0,1037.251
REC_2019_05_D_089,20190501,89,7,0,17,9.57,8.4,7,57,112066,35081,5159,51.01,0.0,148.6457
REC_2019_05_D_091,20190501,91,7,1,21,8.89,10.0,15,42,170163,49422,7852,57.69,0.0,584.7234
REC_2019_05_D_092,20190501,92,8,1,16,9.79,8.8,8,86,186997,53526,9704,44.32,37.12,353.2867
REC_2019_05_D_094,20190501,94,2,1,15,8.05,7.34,1,23,177607,46788,8814,35.8,0.0,811.7713
REC_2019_05_D_098,20190501,98,7,0,18,11.81,10.0,10,75,81964,31795,7621,76.84,0.0,282.3028
REC_2019_05_D_100,20190501,100,7,0,20,12.06,9.63,6,71,36911,9276,2391,49.64,0.0,435.6767
REC_2019_06_D_003,20190601,3,7,0,15,5.69,6.46,2,22,99878,28565,5531,40.0,0.0,345.1917
REC_2019_06_D_008,20190601,8,7,0,18,9.93,7.97,4,36,144331,29622,5441,38.48,0.0,903.9616
REC_2019_06_D_018,20190601,18,7,0,20,11.68,10.0,14,57,99617,31841,4721,63.58,0.0,588.7378
REC_2019_06_D_020,20190601,20,6,0,9,4.37,4.87,0,8,30365,9203,1290,32.85,0.0,211.7294
REC_2019_06_D_021,20190601,21,7,0,21,12.42,10.0,5,34,97157,18117,2881,27.71,0.0,173.7357
REC_2019_06_D_031,20190601,31,7,0,18,12.99,10.0,6,43,91222,29603,5837,51.88,0.0,48.243
REC_2019_06_D_036,20190601,36,7,0,19,10.85,10.0,4,49,67348,13679,2724,43.16,0.0,649.1585
REC_2019_06_D_042,20190601,42,7,0,20,12.27,10.0,2,19,35818,7865,1280,39.83,0.0,394.4726
REC_2019_06_D_056,20190601,56,7,0,18,11.46,10.0,3,41,138420,28270,7343,25.95,0.0,740.1513
REC_2019_06_D_061,20190601,61,2,0,14,7.38,5.84,1,13,127556,30337,8080,23.3,0.0,13.7113
REC_2019_06_D_062,20190601,62,7,1,22,11.68,10.0,12,100,104281,26942,6332,51.8,0.0,609.0422
REC_2019_06_D_063,20190601,63,2,0,5,3.84,3.25,0,4,182022,64108,14143,23.21,0.0,156.3369
REC_2019_06_D_064,20190601,64,7,0,17,11.84,9.38,3,16,216947,59278,12062,47.85,0.0,994.4241
REC_2019_06_D_068,20190601,68,7,0,19,8.84,10.0,16,43,173886,59816,12943,58.18,0.0,408.531
REC_2019_06_D_073,20190601,73,7,0,19,8.68,10.0,10,104,50015,16280,4136,61.14,0.0,202.8209
REC_2019_06_D_076,20190601,76,7,0,7,3.07,3.22,0,9,70305,19837,4199,17.49,0.0,98.2795
REC_2019_06_D_079,20190601,79,7,0,19,11.6,10.0,12,107,127267,44823,8217,68.13,0.0,808.1108
REC_2019_06_D_083,20190601,83,7,0,18,8.42,10.0,36,344,271408,98141,20810,67.99,0.0,1996.6785
REC_2019_06_D_088,20190601,88,7,0,20,8.01,10.0,18,116,233283,59729,12756,52.16,0.0,49.2405
REC_2019_06_D_089,20190601,89,7,0,21,9.07,10.0,5,38,132454,41463,6248,67.3,0.0,329.2224
REC_2019_06_D_091,20190601,91,7,0,21,10.78,10.0,20,175,170357,49478,12034,59.74,0.0,952.4708
REC_2019_06_D_092,20190601,92,7,0,15,8.04,7.15,0,3,24445,6997,1440,22.09,0.0,119.8051
REC_2019_06_D_093,20190601,93,7,0,21,9.2,10.0,7,53,91382,21233,5384,48.16,0.0,572.8173
REC_2019_06_D_094,20190601,94,2,0,14,7.74,6.0,0,5,148739,39183,5379,34.5,0.0,429.363
REC_2019_06_D_096,20190601,96,7,0,22,8.87,10.0,9,67,145641,46500,6737,62.41,0.0,405.5994
REC_2019_06_D_100,20190601,100,7,0,22,11.85,10.0,4,34,38182,9595,1961,32.82,0.0,417.8238
REC_2019_07_D_011,20190701,11,2,0,12,6.92,5.4,1,7,186743,44952,9359,34.42,0.0,209.0078
REC_2019_07_D_031,20190701,31,2,0,1,1.52,1.59,0,11,116247,37724,6321,0.0,0.0,204.5388
REC_2019_07_D_085,20190701,85,2,0,7,4.35,3.92,0,6,152256,46998,12410,24.8,0.0,446.7609
REC_2019_07_D_094,20190701,94,2,0,9,4.5,4.54,0,10,117932,31068,6284,23.26,0.0,263.8678
REC_2019_08_D_001,20190801,1,2,0,4,2.57,2.97,0,11,35864,11740,2474,18.57,0.0,395.6687
REC_2019_08_D_013,20190801,13,2,0,4,1.95,1.74,0,6,74967,18738,4243,5.36,0.0,89.5325
REC_2019_08_D_100,20190801,100,2,0,3,2.44,2.34,0,4,36433,9156,1539,4.87,0.0,80.5096
REC_2019_09_D_007,20190901,7,3,1,7,4.18,4.16,0,7,45694,15409,3732,26.53,0.0,207.2066
REC_2019_09_D_015,20190901,15,2,0,5,2.09,1.65,0,11,60575,18526,4193,2.01,0.0,269.5481
REC_2019_09_D_092,20190901,92,6,0,19,11.06,10.0,2,8,31579,9039,1507,50.48,0.0,356.1663
REC_2019_10_D_001,20191001,1,8,0,18,10.48,10.0,6,31,79348,25975,5789,65.33,42.34,940.0707
REC_2019_10_D_002,20191001,2,8,1,22,8.76,10.0,9,50,243736,55133,12484,41.74,33.34,729.5114
REC_2019_10_D_004,20191001,4,8,0,5,2.8,3.27,0,9,194082,56493,8509,16.65,3.33,313.9872
REC_2019_10_D_006,20191001,6,2,0,7,4.98,3.96,0,1,146591,51717,11097,25.28,0.0,146.6641
REC_2019_10_D_009,20191001,9,3,0,11,3.58,4.37,0,3,66275,14052,2271,16.42,0.0,644.9743
REC_2019_10_D_011,20191001,11,8,0,21,8.61,10.0,15,88,313037,75354,18476,47.06,30.98,447.0444
REC_2019_10_D_012,20191001,12,8,0,22,11.32,10.0,6,57,121222,39217,7131,61.24,25.62,1388.746
REC_2019_10_D_014,20191001,14,2,0,7,4.29,3.42,0,3,127873,32602,6507,18.46,0.0,887.0479
REC_2019_10_D_021,20191001,21,8,0,18,8.8,10.0,24,65,312051,58191,9894,33.88,35.49,63.1283
REC_2019_10_D_022,20191001,22,8,0,17,7.75,9.03,4,34,91697,23236,6052,40.47,37.17,1798.2699
REC_2019_10_D_023,20191001,23,3,0,7,2.81,2.74,0,2,131611,41241,6497,21.91,0.0,155.0917
REC_2019_10_D_031,20191001,31,2,0,18,9.5,8.14,4,45,328179,106500,17431,46.73,0.0,67.8963
REC_2019_10_D_034,20191001,34,2,0,10,5.07,4.24,0,1,148377,38999,6228,14.34,0.0,487.4833
REC_2019_10_D_041,20191001,41,8,0,21,11.17,10.0,30,189,368344,121096,30536,62.53,62.66,303.0902
REC_2019_10_D_042,20191001,42,8,0,19,12.04,10.0,23,164,311978,68510,12294,48.71,47.83,201.6578
REC_2019_10_D_052,20191001,52,8,0,19,10.38,10.0,23,206,198607,65437,17347,62.06,31.36,258.8363
REC_2019_10_D_053,20191001,53,8,0,9,5.88,5.18,0,4,198691,57461,15091,28.75,13.0,380.1777
REC_2019_10_D_061,20191001,61,8,0,21,8.84,10.0,9,81,202826,48240,10012,47.09,21.41,1586.9848
REC_2019_10_D_062,20191001,62,8,0,22,11.81,10.0,42,268,338767,87523,21108,43.07,25.9,218.6522
REC_2019_10_D_071,20191001,71,8,0,22,10.83,10.0,19,188,340291,84923,18665,44.87,45.24,471.9608
REC_2019_10_D_072,20191001,72,8,0,18,11.24,9.79,1,16,189377,54570,12647,60.56,39.72,955.9877
REC_2019_10_D_081,20191001,81,8,0,20,10.13,10.0,5,16,81604,20169,4581,38.18,48.93,1713.3258
REC_2019_10_D_082,20191001,82,8,1,18,7.82,8.03,4,34,166739,37136,5458,35.42,14.68,956.6065
REC_2019_10_D_084,20191001,84,8,0,10,4.52,3.97,0,9,106016,39365,8807,21.71,25.27,41.4277
REC_2019_10_D_091,20191001,91,8,0,18,11.43,10.0,38,287,443493,128808,27373,62.09,27.88,557.2492
REC_2019_10_D_092,20191001,92,8,0,20,12.35,10.0,13,121,205542,58834,10612,57.49,45.93,78.5329
REC_2019_11_D_001,20191101,1,8,0,19,12.99,10.0,5,51,79420,25998,4659,66.72,30.67,195.5383
REC_2019_11_D_002,20191101,2,8,1,19,8.46,10.0,9,67,239661,54211,13007,47.33,25.95,823.5724
REC_2019_11_D_003,20191101,3,8,1,21,9.63,10.0,20,104,322472,92226,16637,46.5,13.44,317.4147
REC_2019_11_D_005,20191101,5,2,0,12,5.51,5.35,1,13,161799,43763,11451,27.34,0.0,58.9837
REC_2019_11_D_011,20191101,11,8,0,22,11.04,10.0,15,98,306001,73660,17518,56.5,31.24,495.2756
REC_2019_11_D_012,20191101,12,8,0,18,11.71,10.0,6,26,118084,38202,8097,61.21,18.65,158.7239
REC_2019_11_D_021,20191101,21,8,0,19,9.89,10.0,13,93,310378,57879,10745,27.82,38.29,692.7937
REC_2019_11_D_022,20191101,22,8,0,20,9.58,10.0,7,45,99724,25270,6605,43.22,51.38,1992.3229
REC_2019_11_D_023,20191101,23,8,1,17,7.51,7.94,2,17,271252,84999,13678,43.14,21.81,784.838
REC_2019_11_D_027,20191101,27,2,0,8,3.95,3.72,0,7,28233,6772,1209,24.22,0.0,1031.6383
REC_2019_11_D_031,20191101,31,8,1,18,9.92,10.0,28,150,387951,125897,17854,63.66,41.78,125.1757
REC_2019_11_D_032,20191101,32,8,0,21,11.7,10.0,6,44,108480,24069,4860,35.35,26.59,687.2169
REC_2019_11_D_033,20191101,33,8,0,20,9.04,8.76,12,83,354795,102436,18217,44.93,30.49,836.3018
REC_2019_11_D_041,20191101,41,8,0,21,11.17,10.0,30,276,365818,120266,19044,59.23,63.38,331.9518
REC_2019_11_D_042,20191101,42,8,0,21,9.13,10.0,14,113,308383,67720,12329,42.64,41.49,356.221
REC_2019_11_D_043,20191101,43,8,0,16,7.47,8.19,0,3,33955,8366,1436,36.65,45.42,867.7637
REC_2019_11_D_051,20191101,51,8,1,19,10.97,10.0,11,104,206348,47311,10169,31.09,22.63,238.5014
REC_2019_11_D_052,20191101,52,8,0,22,11.58,10.0,26,199,193825,63861,14125,65.71,20.81,544.3999
REC_2019_11_D_061,20191101,61,8,1,21,8.05,10.0,5,51,205377,48846,7042,49.11,25.25,1948.0239
REC_2019_11_D_062,20191101,62,8,1,18,10.19,10.0,43,365,345646,89301,17225,49.31,28.1,585.8566
REC_2019_11_D_063,20191101,63,8,1,20,12.26,9.56,22,150,377624,132999,19381,64.36,60.48,677.4485
REC_2019_11_D_071,20191101,71,8,0,22,9.27,10.0,17,144,342354,85437,14947,47.84,44.0,827.5553
REC_2019_11_D_072,20191101,72,8,0,19,10.52,10.0,5,35,190963,55027,8576,58.48,39.3,133.5106
REC_2019_11_D_080,20191101,80,9,0,6,3.1,3.82,0,13,20247,5943,1098,20.99,0.0,463.4211
REC_2019_11_D_081,20191101,81,8,1,20,12.13,10.0,3,23,79841,19733,3893,46.51,60.3,188.3101
REC_2019_11_D_082,20191101,82,8,0,22,9.43,10.0,6,67,203806,45391,7566,46.14,19.84,788.6418
REC_2019_11_D_091,20191101,91,2,0,18,7.89,8.5,7,40,384587,111699,16012,44.12,0.0,571.6009
REC_2019_11_D_092,20191101,92,8,1,22,10.36,10.0,15,148,209562,59985,14371,45.05,31.88,393.6704
REC_2019_11_D_093,20191101,93,8,0,15,8.04,8.15,8,46,263955,61332,11545,40.68,38.28,375.102
REC_2019_12_D_028,20191201,28,2,0,7,4.03,3.23,0,8,144552,39653,6780,17.1,0.0,97.8332
REC_2019_12_D_071,20191201,71,2,0,6,3.94,3.84,0,12,152661,38098,6566,13.88,0.0,378.6593
REC_2019_12_D_081,20191201,81,2,0,7,2.76,3.43,0,9,37663,9308,2330,9.43,0.0,382.4588
REC_2020_01_D_031,20200101,31,2,0,7,4.12,3.94,0,3,191820,62249,8604,22.73,0.0,348.5016
REC_2020_01_D_085,20200101,85,2,0,7,5.02,4.01,0,10,159432,49213,11115,12.28,0.0,162.3652
REC_2020_02_D_021,20200201,21,2,0,5,3.84,3.92,1,5,134007,24989,5799,12.31,0.0,195.8976
REC_2020_02_D_023,20200201,23,3,0,4,1.67,1.57,0,5,101852,31916,4818,6.99,0.0,114.0257
REC_2020_02_D_026,20200201,26,2,0,6,3.15,2.48,0,8,159341,48019,6641,5.38,0.0,588.1248
REC_2020_02_D_028,20200201,28,3,0,7,4.9,4.55,0,13,182480,50057,7737,12.81,0.0,27.4909
REC_2020_02_D_051,20200201,51,2,0,6,3.06,3.69,1,7,92204,21140,4672,14.65,0.0,135.7931
REC_2020_02_D_052,20200201,52,2,0,10,4.3,4.23,1,12,100174,33005,5785,25.07,0.0,77.7637
REC_2020_02_D_053,20200201,53,2,0,10,4.71,5.11,0,12,199139,57590,11313,29.45,0.0,87.0375
REC_2020_02_D_075,20200201,75,2,0,9,3.39,3.78,0,1,46636,10000,1755,19.37,0.0,129.2713
REC_2020_03_D_002,20200301,2,2,0,3,2.56,2.69,0,10,82746,18717,3553,2.25,0.0,551.9073
REC_2020_03_D_021,20200301,21,2,0,4,1.46,1.61,0,12,64819,12087,2701,7.83,0.0,31.7965
REC_2020_03_D_022,20200301,22,2,0,9,5.37,5.12,0,10,54950,13924,2177,27.79,0.0,403.5594
REC_2020_03_D_026,20200301,26,3,0,7,3.95,3.06,0,13,179099,53973,9520,13.58,0.0,659.12
REC_2020_03_D_036,20200301,36,2,0,5,3.74,2.89,0,14,137955,28021,5978,2.95,0.0,103.2392
REC_2020_03_D_082,20200301,82,2,0,9,4.56,4.33,0,3,98047,21837,4368,16.26,0.0,1883.4114
REC_2020_04_D_002,20200401,2,7,0,15,10.58,8.28,1,15,168909,38207,7561,43.04,0.0,2678.8115
REC_2020_04_D_013,20200401,13,7,0,19,10.25,10.0,2,15,53639,13407,1948,37.33,0.0,391.8255
REC_2020_04_D_022,20200401,22,7,0,20,10.01,10.0,2,22,74956,18993,3281,50.4,0.0,1193.9399
REC_2020_04_D_027,20200401,27,6,0,18,12.93,10.0,3,19,43684,10478,2772,50.72,0.0,1396.8215
REC_2020_04_D_029,20200401,29,7,0,9,4.6,4.75,1,11,91637,21934,5787,19.94,0.0,116.0098
REC_2020_04_D_030,20200401,30,7,0,12,7.08,5.94,0,9,28163,6818,1278,38.85,0.0,83.6767
REC_2020_04_D_031,20200401,31,7,0,22,8.23,10.0,5,50,93389,30306,4131,58.03,0.0,456.301
REC_2020_04_D_032,20200401,32,2,0,8,4.75,4.21,1,12,50375,11177,1736,18.08,0.0,249.1606
REC_2020_04_D_035,20200401,35,7,0,21,11.75,10.0,6,49,76871,19476,4606,47.7,0.0,831.6747
REC_2020_04_D_036,20200401,36,7,0,19,10.86,10.0,2,15,66555,13518,2276,35.84,0.0,271.0263
REC_2020_04_D_041,20200401,41,7,0,19,9.03,10.0,9,92,157206,51683,8932,64.59,0.0,286.7744
REC_2020_04_D_042,20200401,42,7,0,22,10.46,10.0,2,25,35770,7855,1576,42.45,0.0,171.3875
REC_2020_04_D_048,20200401,48,7,0,21,9.79,10.0,16,51,122424,31521,5670,50.02,0.0,423.5265
REC_2020_04_D_050,20200401,50,6,0,20,10.71,10.0,3,38,83821,21464,3401,58.9,0.0,412.1907
REC_2020_04_D_052,20200401,52,7,0,13,5.84,5.2,0,4,20031,6599,895,29.96,0.0,200.8364
REC_2020_04_D_056,20200401,56,7,0,20,11.57,10.0,5,42,141144,28827,5985,40.33,0.0,49.3825
REC_2020_04_D_062,20200401,62,2,0,7,3.11,2.97,0,7,124773,32236,8352,17.72,0.0,165.2563
REC_2020_04_D_063,20200401,63,7,1,22,10.12,9.83,6,52,102261,36016,6694,65.29,0.0,23.5099
REC_2020_04_D_064,20200401,64,7,0,18,10.77,10.0,7,68,232870,63629,13596,58.41,0.0,428.4293
REC_2020_04_D_068,20200401,68,7,0,21,12.49,10.0,13,117,173667,59741,15812,67.83,0.0,261.7428
REC_2020_04_D_071,20200401,71,7,0,18,11.82,10.0,10,40,208379,52003,9105,51.58,0.0,1015.1154
REC_2020_04_D_072,20200401,72,7,0,19,8.21,10.0,1,8,54478,15698,3452,60.34,0.0,493.7803
REC_2020_04_D_080,20200401,80,7,0,17,11.19,8.63,0,11,16128,4734,815,37.82,0.0,704.8
REC_2020_04_D_089,20200401,89,7,0,19,10.66,10.0,6,25,128657,40274,6481,58.2,0.0,164.43
REC_2020_04_D_091,20200401,91,7,0,19,10.64,10.0,19,158,172108,49987,10278,55.72,0.0,225.3168
REC_2020_04_D_095,20200401,95,7,0,13,7.14,6.58,0,5,11362,2745,602,30.47,0.0,171.026
REC_2020_04_D_096,20200401,96,6,0,22,11.16,10.0,13,57,145535,46466,9977,60.88,0.0,1121.5298
REC_2020_05_D_001,20200501,1,8,1,18,8.41,10.0,3,26,79304,25960,3921,60.54,31.66,454.2765
REC_2020_05_D_002,20200501,2,8,0,19,9.54,10.0,13,127,240103,54311,10556,43.47,34.28,109.1137
REC_2020_05_D_004,20200501,4,7,0,15,9.4,8.5,11,68,159043,46294,7918,41.15,0.0,293.6047
REC_2020_05_D_007,20200501,7,3,0,13,4.77,5.62,1,16,55104,18583,2840,48.54,0.0,138.123
REC_2020_05_D_008,20200501,8,3,0,16,7.78,8.99,9,61,336831,69131,17273,23.52,0.0,440.9823
REC_2020_05_D_010,20200501,10,6,1,18,9.64,10.0,12,43,82226,28933,5805,72.68,0.0,3921.9844
REC_2020_05_D_011,20200501,11,2,0,13,7.61,6.4,0,5,214188,51559,11650,30.31,0.0,98.7556
